Date,Link,Headline,Description
4/9/2021,news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LmJhcnJvbnMuY29tL2FydGljbGVzL2h1Z2UtY29pbmJhc2UtZmlyc3QtcXVhcnRlci1zZXRzLXN0YWdlLWZvci1pcG8tbmV4dC13ZWVrLTUxNjE3OTc1MDYw0gFpaHR0cHM6Ly93d3cuYmFycm9ucy5jb20vYW1wL2FydGljbGVzL2h1Z2UtY29pbmJhc2UtZmlyc3QtcXVhcnRlci1zZXRzLXN0YWdlLWZvci1pcG8tbmV4dC13ZWVrLTUxNjE3OTc1MDYw?hl=en-US&gl=US&ceid=US%3Aen,Huge Coinbase First Quarter Sets Stage for IPO Next Week,"Coinbase, which just reported a near-850% surge in first-quarter revenue, is benefiting from its early entrance in the crypto market, said Devin Ryan, a director of ..."
4/9/2021,news.google.com/./articles/CBMiX2h0dHBzOi8vcGl0Y2hib29rLmNvbS9uZXdzL2FydGljbGVzL2NyeXB0by1zdGFydHVwcy1wb3N0LXJlY29yZC1xdWFydGVyLWFzLW9wcG9ydHVuaXRpZXMtYWJvdW5k0gEA?hl=en-US&gl=US&ceid=US%3Aen,Crypto startups post record quarter as opportunities abound,"After a yearslong winter for digital currencies, it's spring fever for blockchain deals."
4/9/2021,news.google.com/./articles/CBMimQFodHRwczovL3d3dy5iZW56aW5nYS5jb20vbWFya2V0cy9jcnlwdG9jdXJyZW5jeS8yMS8wNC8yMDU1MDk2MC9iaXRjb2luLWNyZWVwcy1iYWNrLXRvd2FyZHMtNjAtMDAwLW1hcmstYXMtcm9iaW5ob29kLWtyYWtlbi1udW1iZXJzLWluZGljYXRlLWNyeXB0by1mcmVuennSAS1odHRwczovL2FtcC5iZW56aW5nYS5jb20vYW1wL2NvbnRlbnQvMjA1NTA5NjA?hl=en-US&gl=US&ceid=US%3Aen,"Bitcoin Creeps Back Toward $60,000 Mark As Robinhood, Kraken Numbers Indicate Crypto Frenzy Here To Stay",Major cryptocurrencies traded in the green on Thursday night at press time with.
4/9/2021,news.google.com/./articles/CAIiELqO8q5nAHvs1VMM2fVGuNUqEwgEKgwIACoFCAowgHkwoBEwwjU?hl=en-US&gl=US&ceid=US%3Aen,11 Things to Look for in a Cryptocurrency Exchange,Trying to choose a cryptocurrency exchange? Look for these features to choose the right platform for your investments.
4/9/2021,news.google.com/./articles/CAIiEKXl6BdvTvyg-Ck1cYJvKAkqGQgEKhAIACoHCAowxZacCzDZoLQDMNv74wY?hl=en-US&gl=US&ceid=US%3Aen,Inside Sweden's ambitious plan to turn the krona into a digital currency—and fend off the rise of crypto coins,Mikael Sjoberg—Bloomberg/Getty Images
4/9/2021,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LmZpbmV4dHJhLmNvbS9ibG9ncG9zdGluZy8yMDE0NS9pbnZlc3RpbmctaW4tY3J5cHRvLW9uLXRoZS1uYXR1cmUtb2Ytc3Rha2luZ9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Investing In Crypto: On The Nature of Staking - Finextra,"Staking is an important element of the current stage of blockchain development. The staked coins are delegated to a node, which takes part in the governance of ..."
4/9/2021,news.google.com/./articles/CBMiTmh0dHBzOi8vd3d3LmV0ZnRyZW5kcy5jb20vY3J5cHRvLWNoYW5uZWwvYXMtcm9iaW5ob29kLXNob3dzLW5vLWRlbnlpbmctY3J5cHRvL9IBUmh0dHBzOi8vd3d3LmV0ZnRyZW5kcy5jb20vY3J5cHRvLWNoYW5uZWwvYXMtcm9iaW5ob29kLXNob3dzLW5vLWRlbnlpbmctY3J5cHRvL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,Robinhood Shows There's No Denying the Popularity of Crypto,"Bitcoin is the largest digital currency, but there's ample appetite for the crypto universe at large, as confirmed by data from brokerage Robinhood."
4/9/2021,news.google.com/./articles/CBMiN2h0dHBzOi8vZGFpbHkuanN0b3Iub3JnL3doYXRzLXRoZS1kZWFsLXdpdGgtY3J5cHRvLWFydC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,What's the Deal with Crypto Art?,"The whole subject of crypto technology can seem surreal, esoteric, almost comically futuristic. So when a digital file built on blockchain technology sells at ..."
4/7/2021,news.google.com/./articles/CAIiEIXYG4WUWoRm_Od_xQ20YegqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Binance CEO Goes All-in on Tokens: 'I Just Want to Keep Crypto',Featured in the April/May issue of Bloomberg Markets Illustration: Dani Choi for Bloomberg Markets
4/6/2021,news.google.com/./articles/CAIiEMIZOUOTy-cQAs5nOqeCz4EqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Bitcoin (BTC USD) Cryptocurrency Price: Singapore Warns Public Against Crypto,"Mining devices at the CryptoUniverse cryptocurrency mining farm in Nadvoitsy, Russia. Photographer: Andrey Rudakov/Bloomberg"
4/9/2021,news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS9hdXN0aW4vbmV3cy8yMDIxLzA0LzA5L2NvaW5iYXNlLWVhcmx5LWludmVzdG9yLWV4cGVjdHMtbWFueS1vZi1jcnlwdG8tcy1mLmh0bWzSAQA?hl=en-US&gl=US&ceid=US%3Aen,"Austin, Miami put up as hot spots for cryptocurrency","Asked whether Miami and Austin are the leading cities for crypto startups in the United States, a major investor said, “Without a doubt.”"
4/9/2021,news.google.com/./articles/CAIiEIGjmCAjo4hgVspJduUaG8EqFwgEKg8IACoHCAow-4fWBzD4z0gwwtp6?hl=en-US&gl=US&ceid=US%3Aen,Auction house sales to test collectors' appetite for crypto-art,The hype around crypto-art will be put to the test next week when two of the world's leading auction houses launch their first sales of digital tokens. Sales of ...
4/6/2021,news.google.com/./articles/CBMiYGh0dHBzOi8vd3d3LnRoaW5rYWR2aXNvci5jb20vMjAyMS8wNC8wNi9maWRlbGl0eS1vdGhlci1pbnZlc3RtZW50LWZpcm1zLWZvcm0tY3J5cHRvLXRyYWRlLWdyb3VwL9IBZmh0dHBzOi8vd3d3LnRoaW5rYWR2aXNvci5jb20vMjAyMS8wNC8wNi9maWRlbGl0eS1vdGhlci1pbnZlc3RtZW50LWZpcm1zLWZvcm0tY3J5cHRvLXRyYWRlLWdyb3VwLz9hbXA9MQ?hl=en-US&gl=US&ceid=US%3Aen,"Fidelity, Other Investment Firms Form Crypto Lobbying Group",The Crypto Council for Innovation also includes Coinbase Square and Paradigm.
4/6/2021,news.google.com/./articles/CAIiEEdwrOQZNs9Le2dVvQvF90oqGQgEKhAIACoHCAow2Nb3CjDivdcCMMPf7gU?hl=en-US&gl=US&ceid=US%3Aen,Coinbase estimates Q1 revenue jumped nine-fold to about $1.8 billion ahead of public market debut,Coinbase updated investors with first quarter financials as the company prepares for its direct listing on the Nasdaq next week.
4/9/2021,news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LmZpbmV4dHJhLmNvbS9uZXdzYXJ0aWNsZS8zNzgzMy9tb25leWxpb24tbW92ZXMtaW50by1jcnlwdG8td2l0aC1pbnZlc3RtZW50LWluLXplcm9oYXNo0gEA?hl=en-US&gl=US&ceid=US%3Aen,MoneyLion moves into crypto with investment in ZeroHash - Finextra,MoneyLion is to add a crypto-based investing and rewards offering to its mobile financial platform after acquiring a stake in digital asset settlement provider Zero ...
4/9/2021,news.google.com/./articles/CBMiPmh0dHBzOi8vd3d3LmJlbnppbmdhLmNvbS9tb25leS90b3AtNS1iaXRjb2luLWFuZC1jcnlwdG8tc2NhbXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,Top 5 Bitcoin and Crypto Scams • Benzinga,"If you unwittingly fall victim to one of these scams, your avenues of recourse will be limited (and possibly nonexistent). Avoid those scams."
4/5/2021,news.google.com/./articles/CBMiuQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JpbGx5YmFtYnJvdWdoLzIwMjEvMDQvMDUvYml0Y29pbi1hbmQtY3J5cHRvLW1hcmtldC1zbWFzaGVzLXRocm91Z2gtMi10cmlsbGlvbi1hcy10aGUtcHJpY2Utb2YtZXRoZXJldW0tYmluYW5jZS1jb2luLWxpdGVjb2luLWFuZC1yaXBwbGVzLXhycC1zdWRkZW5seS1zb2FyL9IBvQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JpbGx5YmFtYnJvdWdoLzIwMjEvMDQvMDUvYml0Y29pbi1hbmQtY3J5cHRvLW1hcmtldC1zbWFzaGVzLXRocm91Z2gtMi10cmlsbGlvbi1hcy10aGUtcHJpY2Utb2YtZXRoZXJldW0tYmluYW5jZS1jb2luLWxpdGVjb2luLWFuZC1yaXBwbGVzLXhycC1zdWRkZW5seS1zb2FyL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,"Bitcoin And Crypto Market Smashes Through $2 Trillion As The Price Of Ethereum, Binance Coin, Litecoin And Ripple's XRP Suddenly Soar","Bitcoin and cryptocurrency prices have climbed today, pushing the value of the entire crpytocurrency market over $2 trillion for the first time..."
4/6/2021,news.google.com/./articles/CBMipwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JpbGx5YmFtYnJvdWdoLzIwMjEvMDQvMDYvYmlsbGlvbmFpcmUtbWFyay1jdWJhbi1yZXZlYWxzLXdoeS1oZS10aGlua3MtZXRoZXJldW0td2lsbC1kd2FyZi1iaXRjb2luLWFzLWNyeXB0by1tYXJrZXQtcHJpY2UtaGl0cy0yLXRyaWxsaW9uL9IBqwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JpbGx5YmFtYnJvdWdoLzIwMjEvMDQvMDYvYmlsbGlvbmFpcmUtbWFyay1jdWJhbi1yZXZlYWxzLXdoeS1oZS10aGlua3MtZXRoZXJldW0td2lsbC1kd2FyZi1iaXRjb2luLWFzLWNyeXB0by1tYXJrZXQtcHJpY2UtaGl0cy0yLXRyaWxsaW9uL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,Billionaire Mark Cuban Reveals Why He Thinks Ethereum Will 'Dwarf' Bitcoin As Crypto Market Price Hits $2 Trillion,"Mark Cuban, the billionaire investor made famous by the reality television series Shark Tank, has changed his tune on bitcoin and cryptocurrencies in recent ..."
4/9/2021,news.google.com/./articles/CBMicWh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vY3J5cHRvL2JpdGNvaW4vcmlvdC1ibG9ja2NoYWluLWJ1eXMtbGFyZ2VzdC1hbWVyaWNhbi1jcnlwdG8tbWluaW5nLXNpdGUtZm9yLTY1MC1taWxsaW9u0gF2aHR0cHM6Ly93d3cudGhlc3RyZWV0LmNvbS9jcnlwdG8vLmFtcC9iaXRjb2luL3Jpb3QtYmxvY2tjaGFpbi1idXlzLWxhcmdlc3QtYW1lcmljYW4tY3J5cHRvLW1pbmluZy1zaXRlLWZvci02NTAtbWlsbGlvbg?hl=en-US&gl=US&ceid=US%3Aen,Riot Blockchain Buys Largest American Crypto Mining Site for $650 Million,Riot Blockchain has acquired the largest crypto mining center in the US.
4/7/2021,news.google.com/./articles/CAIiEDotsG4KsB4LXzFBYsTmr_8qFggEKg4IACoGCAowxLQ_MNevCDD45Co?hl=en-US&gl=US&ceid=US%3Aen,Bitcoin boom minted nine new cryptocurrency billionaires in one year,"NEW DELHI: From the 40% plunge in a day to below $5,000 on 11 March 2020, Bitcoin has come a long way to hit its all-time high of $61,711.87 on 13 March ..."
4/5/2021,news.google.com/./articles/CAIiEMR-Xtv5CM3E-qjuKeg6-0YqGQgEKhAIACoHCAow4uzwCjCF3bsCMKrOrwM?hl=en-US&gl=US&ceid=US%3Aen,Grayscale '100% Committed' to Making Biggest Crypto Fund an ETF,"Mining rigs operate inside racks at the CryptoUniverse cryptocurrency mining farm in Nadvoitsy, Russia, on Thursday, March 18, 2021. The rise of Bitcoin and other cryptocurrencies has prompted the greatest push yet among central banks to develop their own digital currencies. Photographer: Andrey Rudakov/Bloomberg"
4/7/2021,news.google.com/./articles/CBMiT2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zcXVhcmUtY3J5cHRvLWdyYW50LWZ1bmRzLXBvcHVsYXItMTgzNzQwOTU4Lmh0bWzSAVdodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9zcXVhcmUtY3J5cHRvLWdyYW50LWZ1bmRzLXBvcHVsYXItMTgzNzQwOTU4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Square Crypto's New Grant Funds Popular Bitcoin Blockchain Explorer,"Square Crypto and Gemini have doled out yet another grant, this time to two pseudonymous developers who maintain one of the most popular Bitcoin block ..."
4/7/2021,news.google.com/./articles/CBMiSGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hY2NpZGVudGFsLWNyeXB0by1sb2JieWlzdC0xNzAxMjQzNjguaHRtbNIBUGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL2FjY2lkZW50YWwtY3J5cHRvLWxvYmJ5aXN0LTE3MDEyNDM2OC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,The Accidental Crypto Lobbyist,Our reporter contacts state lawmakers for clarification and ends up inadvertently reshaping a bill.
4/5/2021,news.google.com/./articles/CAIiEFlxRTegMNHyDKjSqYxB4-IqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1KnKBg?hl=en-US&gl=US&ceid=US%3Aen,High fees and pricey cowboy boots: Why crypto spending isn't about to go mainstream,"Last month, I set out to buy my father, an avid Before the Bell reader, a non-fungible token, or NFT."
4/1/2021,news.google.com/./articles/CBMingFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWNyeXB0by1jdXJyZW5jeS1pbnN1cmFuY2UtZm9jdXMvYXMtdGVzbGEtdGFrZXMtdGhlLXBsdW5nZS13YXJ5LWluc3VyZXJzLXdhdGNoLWNyeXB0by1jcmF6ZS1mcm9tLXRoZS1zaWRlbGluZXMtaWRVU0tCTjJCTzVJWNIBNGh0dHBzOi8vbW9iaWxlLnJldXRlcnMuY29tL2FydGljbGUvYW1wL2lkVVNLQk4yQk81SVg?hl=en-US&gl=US&ceid=US%3Aen,"As Tesla takes the plunge, wary insurers watch crypto craze from the sidelines","If Elon Musk's Tesla wanted to insure all of its recent $1.5 billion bitcoin investment against the myriad of pitfalls it could encounter, like hacks, theft and fraud, ..."
4/9/2021,news.google.com/./articles/CBMiUWh0dHBzOi8vYXUuZmluYW5jZS55YWhvby5jb20vbmV3cy9nb2xkZnVuZC1pby1jcnlwdG8tZ2Z1bi1hbm5vdW5jZS0yMjE4MDAyODIuaHRtbNIBWWh0dHBzOi8vYXUuZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL2dvbGRmdW5kLWlvLWNyeXB0by1nZnVuLWFubm91bmNlLTIyMTgwMDI4Mi5odG1s?hl=en-US&gl=US&ceid=US%3Aen,GoldFund.io (CRYPTO:GFUN) Announce Reduction in Circulated GFUN Tokens,"GoldFund.io (CRYPTO:GFUN), a crypto currency ecosystem for the trading of physical gold as a commodity, announces today the reduction of GFUN ERC20 ..."
4/7/2021,news.google.com/./articles/CBMiMmh0dHBzOi8vYnVpbHRpbi5jb20vYmxvY2tjaGFpbi9uZnQtY3J5cHRvYXJ0LWd1aWRl0gEA?hl=en-US&gl=US&ceid=US%3Aen,A Beginner's Guide to NFTs for Cryptoart,"By now, you've probably heard about non-fungible tokens, or NFTs for short. If you haven't, here's a quick recap: An NFT is a unique token living on a blockchain ..."
4/7/2021,news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvd3lvbWluZ3MtbmV3LW9ubGluZS1zcG9ydHMtYmV0dGluZy1sYXctb2tzLWNyeXB0by13YWdlcnMtMjAyMS0wNC0wN9IBAA?hl=en-US&gl=US&ceid=US%3Aen,Wyoming's New Online Sports Betting Law OKs Crypto Wagers,"Wyoming has legalized online sports betting with a new law that also allows gamblers to place their wagers in crypto. House bill 133, which the governor signed ..."
4/9/2021,news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LmJlbnppbmdhLmNvbS9tYXJrZXRzL2NyeXB0b2N1cnJlbmN5LzIxLzA0LzIwNTU1OTI1L29waW5pb24taGV5LWJhbmtzLXdlbGNvbWUtdG8tdGhlLWNyeXB0by1tYXJrZXTSAS1odHRwczovL2FtcC5iZW56aW5nYS5jb20vYW1wL2NvbnRlbnQvMjA1NTU5MjU?hl=en-US&gl=US&ceid=US%3Aen,Opinion: Hey Banks... Welcome To The Crypto Market!,This column does not necessarily reflect the opinion of the editorial board of Benzinga. The crypto industry is maturing rapidly...
4/9/2021,news.google.com/./articles/CBMioAFodHRwczovL3d3dy5iYXlzdHJlZXQuY2Evc3RvY2tzdG93YXRjaC8xMDIxNS9WYW5jb3V2ZXItQmFzZWQtQ3J5cHRvLWFuZC1CbG9ja2NoYWluLUNvbXBhbnktQklHRy1pcy1NYWtpbmctV2F2ZXMtR2xvYmFsbHktYXMtVGhlaXItU3RvY2stUHJpY2UtUmlzZXMtdG8tTmV3LUhpZ2hz0gEA?hl=en-US&gl=US&ceid=US%3Aen,"Vancouver Based Crypto and Blockchain Company, BIGG is Making Waves Globally as Their Stock Price Rises to New Highs","VANCOUVER / USA NEWS GROUP / Since Jan 27, 2021 when BIGG Digital Assets Inc. (CSE:BIGG) (OTCBB:BBKCF) was trading at CDN$0.415 the company ..."
4/9/2021,news.google.com/./articles/CAIiEM3C2ZCpE71P2Acjdlc8l5IqGQgEKhAIACoHCAowrMuZCzDW1bEDML6F7AY?hl=en-US&gl=US&ceid=US%3Aen,Asian governments urge 'extreme caution' before buying cryptocurrency,"As Bitcoin and crypto market swells past $2 trillion, even crypto-friendly Singapore is warning public about risks. Are more regulations coming?"
4/7/2021,news.google.com/./articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9jcnlwdG8tZXhjaGFuZ2UtY2djeC1pby1lbnRlcnMtMTU0ODAwOTI4Lmh0bWzSAVRodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9jcnlwdG8tZXhjaGFuZ2UtY2djeC1pby1lbnRlcnMtMTU0ODAwOTI4Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,Crypto Exchange CGCX.io Enters India to Set Up the First Insured OTC Desk and Digital Asset Custody for Cryptocurrencies,"CGCX.io, the world's first fully insured hybrid cryptocurrency trading platform, is making its next big move to provide a direct medium of exchange for traders in ..."
4/6/2021,news.google.com/./articles/CAIiEHEvfatIFOpTzLboTPxGVosqGAgEKg8IACoHCAow-KLyCTDo8XIw2a_pBQ?hl=en-US&gl=US&ceid=US%3Aen,Signal Adds a Payments Feature—With a Privacy-Focused Cryptocurrency,Illustration: Elena Lacey
4/6/2021,news.google.com/./articles/CBMiowFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2FyaWVsc2hhcGlyby8yMDIxLzA0LzA2L3RoZS13b3JsZHMteW91bmdlc3QtYmlsbGlvbmFpcmVzLTIwMjEtaW5jbHVkZS1hLXRlZW5hZ2VyLWZyb20tZ2VybWFueS1hLWNyeXRwby1tYWduYXRlLWFuZC1hLXN0YW5mb3JkLWRyb3BvdXQv0gGnAWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvYXJpZWxzaGFwaXJvLzIwMjEvMDQvMDYvdGhlLXdvcmxkcy15b3VuZ2VzdC1iaWxsaW9uYWlyZXMtMjAyMS1pbmNsdWRlLWEtdGVlbmFnZXItZnJvbS1nZXJtYW55LWEtY3J5dHBvLW1hZ25hdGUtYW5kLWEtc3RhbmZvcmQtZHJvcG91dC9hbXAv?hl=en-US&gl=US&ceid=US%3Aen,"The World's Youngest Billionaires 2021 Include A Teenager From Germany, A Crypto Magnate And A Stanford Dropout","From an 18-year-old drugstore heir to founders of food delivery *service* DoorDash and electric vehicle parts maker Luminar, here are the ten billionaires still ..."
4/9/2021,news.google.com/./articles/CBMiUGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vdmlkZW8vY3J5cHRvLXJlYWNoZWQtdGlwcGluZy1wb2ludC1zYXlzLTIyMzEzNDExMC5odG1s0gFYaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL3ZpZGVvL2NyeXB0by1yZWFjaGVkLXRpcHBpbmctcG9pbnQtc2F5cy0yMjMxMzQxMTAuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,"Crypto has reached the tipping point, says Fidelity's Tom Jessop","Fidelity's Tom Jessop on what the company has learned from accepting Bitcoin in its company cafeteria, how traditional financial firms have reached a tipping ..."
4/1/2021,news.google.com/./articles/CAIiEF896BXQ_aVG6kv5VymT5-QqMwgEKioIACIQNXtivaHFN0xyH0wvpOsm0yoUCAoiEDV7Yr2hxTdMch9ML6TrJtMwip_iBg?hl=en-US&gl=US&ceid=US%3Aen,"Crypto Futures Are in Contango, Creating Potential Opportunities for Savvy Traders | Market Insights",Cryptocurrencies may be new financial assets. But that's not keeping some savvy traders from using one of the oldest strategies in the book: “cash and carry” ...
4/9/2021,news.google.com/./articles/CBMiTmh0dHBzOi8vaGFja2Vybm9vbi5jb20vYW4taW50cm9kdWN0b3J5LWd1aWRlLXRvLXRoZS1jcnlwdG8tdGF4LXNlYXNvbi12aTZkMzMwOdIBAA?hl=en-US&gl=US&ceid=US%3Aen,An Introductory Guide to the Crypto Tax Season,"Whether you are an active day trader or a passive holder, taxes are likely not the first thing that comes to mind when you think about your crypto portfolio."
4/6/2021,news.google.com/./articles/CBMiUWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zaW5nYXBvcmUtY2VudHJhbC1iYW5rLXdhcm5zLWNyeXB0by0xMTQxNDUxODkuaHRtbNIBWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL3NpbmdhcG9yZS1jZW50cmFsLWJhbmstd2FybnMtY3J5cHRvLTExNDE0NTE4OS5odG1s?hl=en-US&gl=US&ceid=US%3Aen,Singapore's Central Bank Warns Crypto 'Certainly Not Suitable for Retail Investors',"Tharman Shanmugaratnam, chairman of the Monetary Authority of Singapore (MAS), said Monday that cryptocurrency is “certainly not suitable for retail investors ..."
4/9/2021,news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL3dhc2hpbmd0b24tc3RhdGUtZWR1Y2F0aW9uYWwtb3JnYW5pemF0aW9ucy10YXJnZXRlZC1pbi1jcnlwdG9qYWNraW5nLXNwcmVlL9IBdGh0dHBzOi8vd3d3LnpkbmV0LmNvbS9nb29nbGUtYW1wL2FydGljbGUvd2FzaGluZ3Rvbi1zdGF0ZS1lZHVjYXRpb25hbC1vcmdhbml6YXRpb25zLXRhcmdldGVkLWluLWNyeXB0b2phY2tpbmctc3ByZWUv?hl=en-US&gl=US&ceid=US%3Aen,Washington State educational organizations targeted in cryptojacking spree,US educational organizations are being targeted by threat actors intent on compromising their networks to covertly mine cryptocurrency.
4/1/2021,news.google.com/./articles/CBMisQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2JpbGx5YmFtYnJvdWdoLzIwMjEvMDQvMDEvdGVzbGEtYmlsbGlvbmFpcmUtZWxvbi1tdXNrLXJldmVhbHMtc3BhY2V4LXBsYW4tZm9yLWpva2UtY3J5cHRvLWRvZ2Vjb2luLWFzLWJpdGNvaW4tYW5kLWV0aGVyZXVtLW5lYXItYWxsLXRpbWUtaGlnaC1wcmljZS_SAbUBaHR0cHM6Ly93d3cuZm9yYmVzLmNvbS9zaXRlcy9iaWxseWJhbWJyb3VnaC8yMDIxLzA0LzAxL3Rlc2xhLWJpbGxpb25haXJlLWVsb24tbXVzay1yZXZlYWxzLXNwYWNleC1wbGFuLWZvci1qb2tlLWNyeXB0by1kb2dlY29pbi1hcy1iaXRjb2luLWFuZC1ldGhlcmV1bS1uZWFyLWFsbC10aW1lLWhpZ2gtcHJpY2UvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen,Elon Musk Tweets SpaceX Plan For 'Joke' Crypto Dogecoin As Bitcoin And Ethereum Near All-Time High Price,"Musk said his private rocket company SpaceX is going to put a ""dogecoin on the literal moon""—sending the price of the meme-based cryptocurrency up 35% as ..."
4/6/2021,news.google.com/./articles/CBMiRmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9jcnlwdG8td29uLXQtbW9uZXktdW50aWwtMjExOTQyMDg3Lmh0bWzSAU5odHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9jcnlwdG8td29uLXQtbW9uZXktdW50aWwtMjExOTQyMDg3Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,"Crypto Won't Be Money Until IRS Accepts It for Taxes, Top Forex Strategist Says","The greenback has something else going for it cryptocurrencies don't: the bond market, notes Marc Chandler."
4/7/2021,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9NTAzYWQ1MTAtNmIwYi00ZDgzLWJmNDktNTMzYTg2N2UzMmIw0gEA?hl=en-US&gl=US&ceid=US%3Aen,Crypto Regulatory Updates - April 2021,We are pleased to highlight below some key regulatory developments related to the regulation of cryptocurrencies and cryptoassets in various jurisdictions from ...
